response,userId,iteractions
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'showgirls (1995)', 'true romance (1993)', 'under siege (1992)', 'under siege 2: dark territory (1995)', 'single white female (1992)', 'true crime (1997)', 'wild things (1998)']",5091,2
"['jaws (1975)', 'titanic (1997)', 'forrest gump (1994)', 'pulp fiction (1994)', 'braveheart (1995)', ""one flew over the cuckoo's nest (1975)"", 'platoon (1986)', 'rain man (1988)', 'amadeus (1984)', 'godfather, the (1972)']",5092,1
"['amadeus (1984)', 'schindlers list (1993)', 'english patient, the (1996)', 'shakespeare in love (1998)', 'dead poets society (1989)', 'braveheart (1995)', 'american history x (1998)', 'good will hunting (1997)', 'my left foot (1989)', 'rain man (1988)']",5093,0
"['die hard (1988)', 'predator (1987)', 'cliffhanger (1993)', 'true lies (1994)', 'speed (1994)', 'demolition man (1993)', 'blood sport (1988)', 'robocop (1987)', 'robocop 2 (1990)', 'robocop 3 (1993)']",5094,1
"['godfather, the (1972)', 'fight club (1999)', 'matrix, the (1999)', 'taxi driver (1976)', 'platoon (1986)', 'goodfellas (1990)', 'shawshank redemption, the (1994)', ""one flew over the cuckoo's nest (1975)"", 'godfather: part ii, the (1974)', 'saving private ryan (1998)']",5095,1
"['in the line of fire (1994)', 'few good men, a (1992)', 'jfk (1991)', 'perfect world, a (1993)', 'client, the (1994)', 'city of angels (1998)', 'primal fear (1996)', 'rock, the (1996)', 'copycat (1995)', 'sleepers (1996)']",5096,0
"['platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)', 'taxi driver (1976)', 'crying game, the (1992)', 'places in the heart (1984)', 'right stuff, the (1983)', 'river wild, the (1994)', 'pope of greenwich village, the (1984)', 'do the right thing (1989)']",5097,2
"['rocky iii (1982)', 'superman ii (1981)', 'creepshow (1982)', 'trading places (1983)', 'police academy (1984)', 'fletch (1985)', 'platoon (1986)', 'caddyshack (1980)', 'rocky ii (1979)', 'jaws (1975)']",5098,3
"['scream (1996)', 're-animator (1985)', 'faculty, the (1998)', 'gremlins (1984)', 'buffy the vampire slayer (1992)', 'candyman (1992)', 'pet sematary ii (1992)', 'gremlins 2: the new batch (1990)', 'scream 2 (1997)', 'urban legend (1998)']",5099,3
"['meet joe black (1998)', 'forrest gump (1994)', ""bug's life, a (1998)"", 'jurassic park (1993)', 'edward scissorhands (1990)', 'sixth sense, the (1999)', 'galaxy quest (1999)', 'meet the parents (2000)', 'apollo 13 (1995)', 'big (1986)']",5100,3
"['platoon (1986)', 'terms of endearment (1983)', 'amadeus (1984)', 'places in the heart (1984)', ""st. elmo's fire (1985)"", 'legend (1985)', 'witness (1985)', 'stand by me (1986)', 'right stuff, the (1983)', 'mad max (1979)']",5101,1
"['few good men, a (1992)', ""schindler's list (1993)"", 'jfk (1991)', 'apollo 13 (1995)', 'dead poets society (1989)', 'river runs through it, a (1992)', 'good will hunting (1997)', 'philadelphia (1993)', 'singles (1992)', 'searching for bobby fischer (1993)']",5102,0
"['few good men, a (1992)', 'rain man (1988)', 'bronx tale, a (1993)', 'stand by me (1986)', 'color of money, the (1986)', 'working girl (1988)', 'goodfellas (1990)', 'singles (1992)', 'edward scissorhands (1990)', 'poltergeist (1982)']",5103,1
"['jaws (1975)', 'titanic (1997)', 'saving private ryan (1998)', 'terminator, the (1984)', 'gladiator (2000)', 'african queen, the (1951)', 'star wars: episode iv - a new hope (1977)', 'indiana jones and the last crusade (1989)', 'star wars: episode vi - return of the jedi (1983)', 'platoon (1986)']",5104,2
"['clockwork orange, a (1971)', 'cocoon (1985)', 'amadeus (1984)', 'room with a view, a (1985)', 'dead poets society (1989)', 'doctor zhivago (1965)', 'color purple, the (1985)', 'english patient, the (1996)', 'hamlet (1990)', 'disclosure (1994)']",5105,1
"['10 things i hate about you (1999)', ""my best friend's wedding (1997)"", 'runaway bride (1999)', 'mixed nuts (1994)', ""i'll be home for christmas (1998)"", 'four weddings and a funeral (1994)', 'clueless (1995)']",5106,5
"['dead poets society (1989)', 'dead man walking (1995)', 'dances with wolves (1990)', 'dead calm (1989)', 'primal fear (1996)', ""what's eating gilbert grape (1993)"", 'thousand acres, a (1997)', 'field of dreams (1989)', 'affliction (1997)', 'shine (1996)']",5107,1
"[""hard day's night, a (1964)"", 'my fair lady (1964)', 'apartment, the (1960)', 'roman holiday (1953)', 'auntie mame (1958)', 'birdcage, the (1996)', 'love in the afternoon (1957)', 'philadelphia story, the (1940)', ""singin' in the rain (1952)"", 'seven samurai (the magnificent seven) (shichinin no samurai) (1954)']",5108,1
"['jaws (1975)', 'american graffiti (1973)', 'sting, the (1973)', 'platoon (1986)', 'to kill a mockingbird (1962)', 'erin brockovich (2000)', 'american beauty (1999)', 'right stuff, the (1983)', 'do the right thing (1989)', 'saving private ryan (1998)']",5109,0
"['philadelphia (1993)', 'few good men, a (1992)', 'dead poets society (1989)', 'league of their own, a (1992)', 'edward scissorhands (1990)', 'dead man walking (1995)', 'fisher king, the (1991)', 'pelican brief, the (1993)', 'sleepers (1996)', 'trading places (1983)']",5111,1
"['platoon (1986)', 'apocalypse now (1979)', 'rambo: first blood part ii (1985)', 'deer hunter, the (1978)', 'full metal jacket (1987)', 'river runs through it, a (1992)', 'outsiders, the (1983)', 'doors, the (1991)', 'saving private ryan (1998)']",5112,5
"['singles (1992)', 'reservoir dogs (1992)', 'pulp fiction (1994)', 'goodfellas (1990)', 'casino (1995)', 'true romance (1993)', 'usual suspects, the (1995)', 'get shorty (1995)', 'player, the (1992)', 'donnie brasco (1997)']",5113,1
"['jaws (1975)', 'titanic (1997)', 'saving private ryan (1998)', 'braveheart (1995)', 'e.t. the extra-terrestrial (1982)', 'forrest gump (1994)', 'top gun (1986)', 'schindlers list (1993)', 'platoon (1986)', 'apollo 13 (1995)']",5114,1
"['american beauty (1999)', 'magnolia (1999)', 'fargo (1996)', 'requiem for a dream (2000)', 'fight club (1999)', 'donnie brasco (1997)', 'goodfellas (1990)', 'casino (1995)', 'reservoir dogs (1992)', 'in the line of fire (1994)']",5115,1
"['x-men (2000)', 'star wars: episode iv - a new hope (1977)', 'mission: impossible ii (2000)', 'matrix, the (1999)', 'notting hill (1999)', 'pretty woman (1990)', 'quiz show (1994)', 'saving private ryan (1998)', 'ronin (1998)']",5118,5
"['cocoon (1985)', 'muppet movie, the (1979)', 'right stuff, the (1983)', 'amadeus (1984)', 'last of the mohicans, the (1992)', 'edward scissorhands (1990)', 'platoon (1986)', 'terms of endearment (1983)', 'out of africa (1985)', 'top gun (1986)']",5120,4
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'speed (1994)', 'waterworld (1995)', 'under siege (1992)', 'red rock west (1993)', 'predator 2 (1990)', 'rock, the (1996)']",5121,5
"['few good men, a (1992)', 'galaxy quest (1999)', 'true lies (1994)', 'long kiss goodnight, the (1996)', 'home alone (1990)', 'jumanji (1995)', 'hook (1991)', 'air force one (1997)', 'longest day, the (1962)', ""city slickers ii: the legend of curly's gold (1994)""]",5123,1
"['platoon (1986)', 'amadeus (1984)', 'right stuff, the (1983)', 'places in the heart (1984)', ""sophie's choice (1982)"", 'chariots of fire (1981)', ""one flew over the cuckoo's nest (1975)"", 'elephant man, the (1980)', 'gandhi (1982)', 'terms of endearment (1983)']",5124,2
"['amadeus (1984)', 'raging bull (1980)', 'english patient, the (1996)', ""miller's crossing (1990)"", 'american beauty (1999)', ""rosemary's baby (1968)"", 'magnolia (1999)', 'taxi driver (1976)', 'godfather, the (1972)', 'shawshank redemption, the (1994)']",5125,4
"['few good men, a (1992)', 'rain man (1988)', 'amadeus (1984)', 'goodfellas (1990)', 'platoon (1986)', ""miller's crossing (1990)"", 'perfect world, a (1993)', 'color of money, the (1986)', 'do the right thing (1989)']",5126,5
"['robocop (1987)', 'demolition man (1993)', 'starman (1984)', 'cocoon (1985)', 'predator (1987)', 'robocop 2 (1990)', 'short circuit 2 (1993)', 'robocop 3 (1993)', 'timecop (1994)', 'total recall (1990)']",5127,1
"['jaws (1975)', 'titanic (1997)', 'taxi driver (1976)', 'chinatown (1974)', 'raging bull (1980)', 'platoon (1986)', 'amadeus (1984)', ""one flew over the cuckoo's nest (1975)"", 'silence of the lambs, the (1991)', 'annie hall (1977)']",5128,1
"['goodfellas (1990)', 'reservoir dogs (1992)', 'casino (1995)', 'american history x (1998)', 'heat (1995)', 'taxi driver (1976)', ""miller's crossing (1990)"", 'leaving las vegas (1995)', 'platoon (1986)', 'jfk (1991)']",5129,1
"['platoon (1986)', 'stand by me (1986)', 'places in the heart (1984)', 'right stuff, the (1983)', 'amadeus (1984)', 'footloose (1984)', ""st. elmo's fire (1985)"", 'dead poets society (1989)', 'cocoon (1985)', 'top gun (1986)']",5131,2
"['amadeus (1984)', 'on the waterfront (1954)', 'seven samurai (the magnificent seven) (shichinin no samurai) (1954)', ""it's a wonderful life (1946)"", ""singin' in the rain (1952)"", 'midnight cowboy (1969)', 'graduate, the (1967)', 'bridge on the river kwai, the (1957)', 'seventh seal, the (sjunde inseglet, det) (1957)', 'pulp fiction (1994)']",5132,0
"['erin brockovich (2000)', 'gladiator (2000)', 'meet the parents (2000)', 'me, myself & irene (2000)', 'requiem for a dream (2000)', 'sixth sense, the (1999)', 'american pie (1999)', 'never been kissed (1999)', 'cider house rules, the (1999)', ""you've got mail (1998)""]",5133,1
"['butch cassidy and the sundance kid (1969)', 'sting, the (1973)', 'american graffiti (1973)', 'taxi driver (1976)', 'godfather, the (1972)', ""one flew over the cuckoo's nest (1975)"", 'last picture show, the (1971)', 'poseidon adventure, the (1972)', 'rocky (1976)', 'network (1976)']",5134,2
"['caddyshack (1980)', 'fast times at ridgemont high (1982)', 'breakfast club, the (1985)', 'trading places (1983)', ""st. elmo's fire (1985)"", 'sixteen candles (1984)', 'this is spinal tap (1984)', 'raising arizona (1987)', 'money pit, the (1986)']",5135,5
"['platoon (1986)', 'good morning, vietnam (1987)', 'amadeus (1984)', 'places in the heart (1984)', 'terms of endearment (1983)', ""st. elmo's fire (1985)"", 'out of africa (1985)', 'right stuff, the (1983)', ""one flew over the cuckoo's nest (1975)"", ""sophie's choice (1982)""]",5136,1
"['toy story (1995)', 'american beauty (1999)', 'groundhog day (1993)', 'ed wood (1994)', 'shakespeare in love (1998)', 'pleasantville (1998)', 'disturbing behavior (1998)', 'i know what you did last summer (1997)', 'idle hands (1999)', 'lake placid (1999)']",5137,0
"['jaws (1975)', 'titanic (1997)', 'forrest gump (1994)', 'pulp fiction (1994)', 'jurassic park (1993)', 'saving private ryan (1998)', 'apollo 13 (1995)', 'braveheart (1995)', 'few good men, a (1992)', 'amadeus (1984)']",5138,1
"['few good men, a (1992)', 'schindlers list (1993)', 'glengarry glen ross (1992)', 'american history x (1998)', 'seven (1995)', 'philadelphia (1993)', 'silence of the lambs, the (1991)', 'singles (1992)', 'bullets over broadway (1994)', ""schindler's list (1993)""]",5139,1
"['crocodile dundee (1986)', 'cocoon (1985)', 'back to the future (1985)', 'big trouble in little china (1986)', 'out of africa (1985)', 'amadeus (1984)', 'footloose (1984)', 'romancing the stone (1984)', 'breakfast club, the (1985)', 'platoon (1986)']",5140,0
"['terminator, the (1984)', 'predator (1987)', 'total recall (1990)', 'demolition man (1993)', 'judge dredd (1995)', 'strange days (1995)', 'johnny mnemonic (1996)', 'terminator 2: judgment day (1991)', 'robocop 2 (1990)', 'predator 2 (1990)']",5141,1
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', ""mr. holland's opus (1995)"", 'only you (1994)', 'dinosaur (2000)', 'jumanji (1995)', 'last of the high kings, the (1990)', 'rocketeer, the (1991)', 'edward scissorhands (1990)']",5142,3
"['cliffhanger (1993)', 'last of the mohicans, the (1992)', 'under siege (1992)', 'true lies (1994)', 'speed (1994)', 'face/off (1997)', 'con air (1997)', 'armageddon (1998)', 'entrapment (1999)']",5143,5
"['jumanji (1995)', 'true lies (1994)', 'lethal weapon 3 (1992)', 'edward scissorhands (1990)', 'jurassic park (1993)', 'few good men, a (1992)', 'home alone (1990)', 'nightmare on elm street 4: the dream masters, a (1988)', 'indiana jones and the last crusade (1989)', 'hook (1991)']",5144,0
"['amadeus (1984)', 'philadelphia (1993)', 'apollo 13 (1995)', 'braveheart (1995)', 'dead poets society (1989)', 'good will hunting (1997)', 'few good men, a (1992)', 'fisher king, the (1991)', ""one flew over the cuckoo's nest (1975)"", 'scent of a woman (1992)']",5146,0
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'jackie brown (1997)', 'time to kill, a (1995)', 'heat (1995)', 'birdcage, the (1996)', 'goodfellas (1990)', 'casino (1995)', 'in the line of fire (1993)']",5147,1
"['true lies (1994)', 'demolition man (1993)', 'bad boys (1995)', 'true romance (1993)', 'indecent proposal (1993)', 'falling down (1993)', 'patriot games (1992)', 'enemy of the state (1998)', 'perfect world, a (1993)', 'face/off (1997)']",5148,2
"['amadeus (1984)', 'godfather: part ii, the (1974)', 'being john malkovich (1999)', 'dogma (1999)', 'talented mr. ripley, the (1999)', 'man on the moon (1999)', 'local hero (1983)', 'raging bull (1980)', 'taxi driver (1976)', 'sixth sense, the (1999)']",5149,0
"['platoon (1986)', 'goodfellas (1990)', 'l.a. confidential (1997)', 'reservoir dogs (1992)', 'untouchables, the (1987)', ""miller's crossing (1990)"", 'heat (1995)', 'long kiss goodnight, the (1996)', 'jfk (1991)', 'big lebowski, the (1998)']",5150,0
"['gladiator (2000)', 'mission: impossible 2 (2000)', 'road to el dorado, the (2000)', 'shanghai noon (2000)', 'mission: impossible (1996)', 'patriot games (1992)', 'crimson tide (1995)', 'enemy of the state (1998)', 'true lies (1994)', 'last of the mohicans, the (1992)']",5151,0
"['rocky iii (1982)', 'superman (1978)', 'superman ii (1981)', 'bodyguard, the (1992)', 'true lies (1994)', ""st. elmo's fire (1985)"", 'out of africa (1985)', 'rain man (1988)', 'good morning, vietnam (1987)', 'romancing the stone (1984)']",5153,0
"['jaws (1975)', 'titanic (1997)', 'apollo 13 (1995)', 'braveheart (1995)', 'true lies (1994)', 'few good men, a (1992)', 'platoon (1986)', 'rain man (1988)', 'goodfellas (1990)', 'river runs through it, a (1992)']",5154,0
"[""st. elmo's fire (1985)"", 'stand by me (1986)', 'pretty in pink (1986)', 'this is spinal tap (1984)', 'fast times at ridgemont high (1982)', 'american werewolf in london, an (1981)', 'sixteen candles (1984)', 'breakfast club, the (1985)', 'footloose (1984)', 'better off dead (1985)']",5156,4
"['jaws (1976)', 'titanic (1997)', 'star wars: episode iv - a new hope (1977)', 'jurassic park (1993)', 'e.t. the extra-terrestrial (1982)', 'for whom the bell tolls (1943)', 'rear window (1954)', 'on golden pond (1981)', 'indiana jones and the temple of doom (1984)', 'star wars: episode vi - return of the jedi (1983)']",5157,1
"['beauty and the beast (1991)', 'space jam (1996)', 'mulan (1998)', 'tarzan (1999)', 'babe (1995)', 'lion king, the (1994)', 'american tail: fievel goes west, an (1991)', 'thumbelina (1994)', 'hunchback of notre dame, the (1996)', 'aladdin (1992)']",5158,1
"['unforgiven (1992)', ""miller's crossing (1990)"", 'bronx tale, a (1993)', 'get shorty (1995)', 'jackie brown (1997)', 'donnie brasco (1997)', 'young guns (1988)', 'untouchables, the (1987)', 'true romance (1993)', 'godfather: part iii, the (1990)']",5161,0
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'face/off (1997)', 'speed 2: cruise control (1997)', 'patriot games (1992)', 'lethal weapon (1987)', 'bad boys (1995)', 'long kiss goodnight, the (1996)', 'longest day, the (1962)']",5162,3
"['platoon (1986)', 'goodfellas (1990)', 'rumble in the bronx, a (1995)', 'casino (1995)', ""miller's crossing (1990)"", 'untouchables, the (1987)', 'good will hunting (1997)', ""carlito's way (1993)"", 'do the right thing (1989)', 'taxi driver (1976)']",5163,1
"['platoon (1986)', 'deer hunter, the (1978)', 'full metal jacket (1987)', 'bridge on the river kwai, the (1957)', 'great escape, the (1963)', 'saving private ryan (1998)', 'stalingrad (1993)']",5164,5
"['annie hall (1977)', 'annie (1982)', 'producers, the (1968)', 'apartment, the (1960)', 'his girl friday (1940)', 'roman holiday (1953)', 'bringing up baby (1938)', 'young frankenstein (1974)', 'lady vanishes, the (1938)', 'circus, the (1928)']",5165,1
"['jaws (1975)', 'titanic (1997)', 'jurassic park (1993)', 'e.t. the extra-terrestrial (1982)', 'star trek ii: the wrath of khan (1982)', 'back to the future (1985)', 'ghostbusters (1984)', 'matrix, the (1999)', 'silence of the lambs, the (1991)', 'raiders of the lost ark (1981)']",5166,1
"['hook (1991)', 'toy story (1995)', 'e.t. the extra-terrestrial (1982)', 'honey, i blew up the kid (1991)', 'honey, i shrunk the kids (1989)', 'faculty, the (1998)']",5167,5
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'amistad (1997)', 'braveheart (1995)', 'jurassic park (1993)', ""schindler's list (1993)"", 'good will hunting (1997)', 'titanic (1997)', 'apollo 13 (1995)']",5169,0
"[""miller's crossing (1990)"", 'jfk (1991)', 'edward scissorhands (1990)', 'bottle rocket (1996)', 'swingers (1996)', 'ghost in the shell (kokaku kidotai) (1995)', 'sling blade (1996)', 'princess bride, the (1987)', 'smoke signals (1998)', 'jackie brown (1997)']",5170,1
"['jaws (1975)', 'titanic (1997)', 'true lies (1994)', 'mask, the (1994)', 'home alone (1990)', 'mrs. doubtfire (1993)', 'trading places (1983)', 'bodyguard, the (1992)', 'princess bride, the (1987)', 'few good men, a (1992)']",5172,1
"['jumanji (1995)', 'big (1986)', 'apollo 13 (1995)', 'braveheart (1995)', 'jurassic park (1993)', 'speed (1994)', 'patriot games (1992)', 'top gun (1986)', 'total recall (1990)', 'armageddon (1998)']",5173,2
"['apollo 13 (1995)', 'big (1988)', 'edward scissorhands (1990)', 'forrest gump (1994)', 'interview with the vampire (1994)', 'malcolm x (1992)', ""mr. holland's opus (1995)"", 'philadelphia (1993)', ""schindler's list (1993)"", 'singles (1992)']",5175,0
"['few good men, a (1992)', 'edward scissorhands (1990)', 'princess bride, the (1987)', 'galaxy quest (1999)', 'home alone (1990)', 'aladdin (1992)', 'league of their own, a (1992)', 'nightmare on elm street, a (1984)']",5176,5
"['cliffhanger (1993)', 'true lies (1994)', 'waterworld (1995)', 'get shorty (1995)', 'long kiss goodnight, the (1996)', 'face/off (1997)', 'enemy of the state (1998)', 'entrapment (1999)', 'payback (1999)', 'wild wild west (1999)']",5177,0
"['league of their own, a (1992)', 'cocoon (1985)', 'big (1988)', 'romancing the stone (1984)', 'big trouble in little china (1986)', 'ghostbusters (1984)', 'twins (1988)', 'money pit, the (1986)', 'princess bride, the (1987)', 'working girl (1988)']",5178,1
"['good will hunting (1997)', 'seven (1995)', 'requiem for a dream (2000)', 'magnolia (1999)', 'american history x (1998)', ""schindler's list (1993)"", 'singles (1992)', 'clockwork orange, a (1971)', 'platoon (1986)', 'goodfellas (1990)']",5179,1
"['jaws (1975)', 'titanic (1997)', 'forrest gump (1994)', 'pulp fiction (1994)', 'reservoir dogs (1992)', 'taxi driver (1976)', 'platoon (1986)', 'rain man (1988)', 'goodfellas (1990)', 'clockwork orange, a (1971)']",5180,0
"['amistad (1997)', 'good will hunting (1997)', 'as good as it gets (1997)', 'patch adams (1998)', ""you've got mail (1998)"", 'meet joe black (1998)', 'american pie (1999)', 'notting hill (1999)', 'sleepless in seattle (1993)', 'wedding singer, the (1998)']",5181,0
"['few good men, a (1992)', 'philadelphia (1993)', ""schindler's list (1993)"", 'apollo 13 (1995)', 'speed (1994)', 'jurassic park (1993)', 'clear and present danger (1994)', 'fisher king, the (1991)', 'patriot games (1992)', 'singles (1992)']",5182,0
"['clueless (1995)', 'runaway bride (1999)', 'sleepless in seattle (1993)', 'four weddings and a funeral (1994)', 'notting hill (1999)', ""my best friend's wedding (1997)"", ""you've got mail (1998)"", ""she's all that (1999)"", '10 things i hate about you (1999)', 'bed of roses (1996)']",5183,2
"['patch adams (1998)', 'american pie (1999)', 'six days seven nights (1998)', 'american pie 2 (2001)', 'road trip (2000)', 'my dog skip (1999)', 'never been kissed (1999)', ""she's all that (1999)"", 'varsity blues (1999)', 'cruel intentions (1999)']",5184,1
"['jaws (1975)', 'titanic (1997)', 'forrest gump (1994)', 'pulp fiction (1994)', 'reservoir dogs (1992)', 'taxi driver (1976)', 'platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)', 'amadeus (1984)']",5185,0
"['galaxy quest (1999)', 'demolition man (1993)', 'total recall (1990)', 'starman (1984)', 'freejack (1992)', 'hollow man (2000)', 'multiplicity (1996)', 'cocoon (1985)', 'existenz (1999)', 'spaceballs (1987)']",5186,4
"['jaws (1975)', 'superman iii (1983)', 'edward scissorhands (1990)', 'total recall (1990)', 'mission impossible (1996)', 'right stuff, the (1983)', 'star trek iv: the wrath of khan (1982)', 'freejack (1992)', 'platoon (1986)', 'top gun (1986)']",5187,1
"['few good men, a (1992)', 'basic instinct (1992)', 'patriot games (1992)', 'clear and present danger (1994)', 'speed (1994)', 'indecent proposal (1993)', 'true lies (1994)', 'enemy of the state (1998)', 'con air (1997)', 'face/off (1997)']",5188,1
"['jaws (1975)', 'superman (1978)', 'alien (1979)', 'e.t. the extra-terrestrial (1982)', 'raiders of the lost ark (1981)', 'poltergeist (1982)', 'starman (1984)', 'total recall (1990)', 'jurassic park (1993)', 'jaws 3-d (1983)']",5189,1
"['toy story (1995)', 'home alone (1990)', 'mrs. doubtfire (1993)', 'honey, i shrunk the kids (1989)', 'matilda (1996)', 'babe (1995)', 'nightmare before christmas, the (1993)', 'beauty and the beast (1991)', 'aladdin (1992)', 'home alone 2: lost in new york (1992)']",5190,2
"['titanic (1997)', 'amistad (1997)', 'armageddon (1998)', 'erin brockovich (2000)', 'saving private ryan (1998)', 'american beauty (1999)', ""you've got mail (1998)"", 'galaxy quest (1999)', 'se7en (1995)', 'apollo 13 (1995)']",5191,1
"['caddyshack (1980)', 'trading places (1983)', 'big chill, the (1983)', 'vacation (1983)', 'risky business (1983)', 'sixteen candles (1984)', 'repo man (1984)', 'romancing the stone (1984)', 'splash (1984)', 'broadcast news (1987)']",5193,0
"['platoon (1986)', 'goodfellas (1990)', 'rain man (1988)', 'do the right thing (1989)', 'caddyshack (1980)', 'trading places (1983)', 'raging bull (1980)', 'color of money, the (1986)', 'good morning, vietnam (1987)', 'working girl (1988)']",5194,0
"['jaws (1975)', 'annie hall (1977)', 'casablanca (1942)', 'rear window (1954)', '12 angry men (1957)', 'roman holiday (1953)', 'his girl friday (1940)', 'to kill a mockingbird (1962)', 'apartment, the (1960)', 'cool hand luke (1967)']",5195,1
"['in & out (1997)', 'mars attacks! (1996)', 'galaxy quest (1999)', 'get shorty (1995)', ""bug's life, a (1998)"", 'home alone (1990)', '101 dalmatians (1996)', 'my dog skip (1999)', 'ace ventura: pet detective (1994)', 'bean (1997)']",5196,1
"['butch cassidy and the sundance kid (1969)', 'true grit (1969)', 'wild bunch, the (1969)', 'young guns ii (1990)', 'raising arizona (1987)', 'hudsucker proxy, the (1994)', 'man from laramie, the (1955)', 'outlaw josey wales, the (1976)', 'great escape, the (1963)', 'high noon (1952)']",5197,1
"['austin powers: international man of mystery (1997)', 'clueless (1995)', 'don juan demarco (1995)', 'four weddings and a funeral (1994)', 'home alone (1990)', 'independence day (1996)', 'jerry maguire (1996)', 'liar liar (1997)', 'patch adams (1998)', 'empire records (1995)']",5198,1
"['true lies (1994)', 'rock, the (1996)', 'entrapment (1999)', 'face/off (1997)', 'long kiss goodnight, the (1996)', 'con air (1997)', 'fifth element, the (1997)', 'double jeopardy (1999)', 'speed (1994)', 'under siege (1992)']",5199,3
"['jaws (1975)', 'titanic (1997)', 'e.t. the extra-terrestrial (1982)', 'jurassic park (1993)', 'star wars: episode iv - a new hope (1977)', 'back to the future (1985)', 'ghostbusters (1984)', 'princess bride, the (1987)', 'indiana jones and the last crusade (1989)', 'edward scissorhands (1990)']",5200,1
"['jaws (1975)', 'titanic (1997)', 'butch cassidy and the sundance kid (1969)', 'cimarron (1931)', 'city lights (1931)', 'gone with the wind (1939)', '12 angry men (1957)', 'easy rider (1969)', 'elephant man, the (1980)', 'good will hunting (1997)']",5201,1
"['butch cassidy and the sundance kid (1969)', 'little big man (1970)', 'wild bunch, the (1969)', 'once upon a time in the west (1969)', ""hang 'em high (1967)"", 'for a few dollars more (1965)', 'yojimbo (1961)', 'good, the bad and the ugly, the, the (1966)']",5202,5
"['few good men, a (1992)', 'schindlers list (1993)', 'braveheart (1995)', 'apollo 13 (1995)', 'english patient, the (1996)', 'philadelphia (1993)', 'amadeus (1984)', 'good will hunting (1997)', 'saving private ryan (1998)', 'my left foot (1989)']",5203,1
"['jumanji (1995)', 'big (1986)', 'hook (1991)', 'goonies, the (1985)', 'home alone (1990)', 'mrs. doubtfire (1993)', 'honey, i blew up the kid (1992)', 'princess bride, the (1987)', 'home alone 2: lost in new york (1992)', 'indiana jones and the temple of doom (1984)']",5204,1
"[""brad dourif - one flew over the cuckoo's nest (1975)"", 'richard dreyfuss - close encounters of the third kind (1977)', ""one flew over the cuckoo's nest (1975)"", 'close encounters of the third kind (1977)', 'last picture show, the (1971)', 'caddyshack (1980)', 'working girl (1988)', 'field of dreams (1989)', 'ghostbusters (1984)', 'airplane! (1980)']",5205,1
"['pulp fiction (1994)', 'reservoir dogs (1992)', 'jackie brown (1997)', 'true romance (1993)', 'l.a. confidential (1997)', 'donnie brasco (1997)', 'heat (1995)', 'big lebowski, the (1998)', 'usual suspects, the (1995)', 'fargo (1996)']",5208,3
"['platoon (1986)', 'top gun (1986)', 'running man, the (1987)']",5209,5
"['amadeus (1984)', ""sophie's choice (1982)"", 'clockwork orange, a (1971)', 'english patient, the (1996)', 'remains of the day, the (1993)', 'chariots of fire (1981)', 'doctor zhivago (1965)', 'fanny and alexander (1983)', 'platoon (1986)', ""one flew over the cuckoo's nest (1975)""]",5210,1
"['amadeus (1984)', 'gandhi (1982)', 'last emperor, the (1987)', 'say anything... (1989)', 'dead poets society (1989)', 'places in the heart (1984)', 'my life as a dog (mitt liv som hund) (1985)', 'platoon (1986)', 'dances with wolves (1990)', 'stand by me (1986)']",5211,2
"['jaws (1975)', 'taxi driver (1976)', 'do the right thing (1989)', 'apocalypse now (1979)', 'amadeus (1984)', 'goodfellas (1990)', 'godfather, the (1972)', ""one flew over the cuckoo's nest (1975)"", 'silence of the lambs, the (1991)', '12 angry men (1957)']",5212,2
"['few good men, a (1992)', 'platoon (1986)', 'amadeus (1984)', 'goodfellas (1990)', 'do the right thing (1989)', 'philadelphia (1993)', 'rain man (1988)', 'good will hunting (1997)', ""one flew over the cuckoo's nest (1975)"", 'replacements, the (1996)']",5213,1
"['amadeus (1984)', 'general, the (1927)', 'gold rush, the (1925)', 'rear window (1954)', 'cabaret (1972)', 'manchurian candidate, the (1962)', 'sting, the (1973)', 'star wars: episode iv - a new hope (1977)', 'taxi driver (1976)', 'chariots of fire (1981)']",5214,0
"['x-men (2000)', 'star wars: episode i - the phantom menace (1999)', 'species ii (1998)', 'species (1995)', 'star trek: insurrection (1998)', 'armageddon (1998)', 'galaxy quest (1999)', 'star wars: episode iv - a new hope (1977)']",5217,5
"['hook (1991)', 'honey, i shrunk the kids (1989)', 'neverending story, the (1984)', 'dark crystal, the (1982)', 'goonies, the (1985)', 'e.t. the extra-terrestrial (1982)', 'cocoon (1985)', 'neverending story ii: the next chapter, the (1990)', 'iron giant, the (1999)', 'time bandits (1981)']",5218,2
"['total recall (1990)', 'matrix, the (1999)', 'edward scissorhands (1990)', 'taxi driver (1976)', 'starship troopers (1997)', 'interview with the vampire (1994)', 'game, the (1997)', 'fifth element, the (1997)', 'arrival (1996)', 'x-files: fight the future, the (1998)']",5219,1
